nome,genero,presença_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,quant_viagem,salario_bruto_par,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par ,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab ,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,gasto_total_gab
ROBERTO ALVES DE LUCENA,M,90,1,1,57,5,32,18/04/1966,1,"33.763,00","335.652,59",27341.46,32606.18,45748.00,61804.31,44824.77,33506.21,25809.69,16752.34,15496.77,30106.85,1656.01,0,111550.40,111427.12,111550.39,106316.60,103862.46,110721.82,111475.46,111586.80,111586.80,111638.44,0,0,1101716.29
PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,M,69,22,1,9,8,10,11/10/1980,0,"33.763,00","328.673,66",19734.06,28439.45,40556.30,67828.90,47398.69,35714.39,30671.96,28461.24,16759.00,10109.67,3000.00,0,94142.10,93371.15,93371.15,93371.15,92962.20,102548.76,89862.58,88681.70,91617.35,99421.93,0,0,939350.07
RICARDO TEOBALDO CAVALCANTI,M,67,9,16,6,4,15,18/10/1965,0,"33.763,00","352.006,47",75838.70,29031.88,30495.58,29669.48,37062.21,33057.30,33767.66,29421.01,26894.86,26767.79,0,0,111120.99,111212.54,111152.88,111465.56,111108.83,110890.32,111508.05,111481.05,111392.77,111108.46,0,0,1112441.45
Paulo Sérgio Ramos Barboza,M,75,13,4,51,23,17,18/10/1944,0,"33.763,00","307.607,98",31306.73,33083.48,45488.92,41894.52,40776.21,31441.15,25189.78,21649.26,20853.85,14891.88,1032.20,0,111560.91,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,111623.33,0,0,1116170.88
MARCOS ROBERIO RIBEIRO MONTEIRO,M,81,6,5,37,4,18,15/02/1970,0,"33.763,00","288.276,95",47590.17,43538.26,54646.16,42748.76,30958.46,28787.21,13260.89,3509.26,5237.78,18000.00,0,0,111586.97,111592.17,111596.36,111537.03,111479.16,111586.97,109754.31,110277.92,111586.97,111618.66,0,0,1112616.52
PAULO GUSTAVO GANIME ALVES TEIXEIRA,M,91,1,0,42,1,18,19/04/1983,0,"33.763,00","38.387,05",4333.73,6334.72,7106.41,11947.54,5938.04,1814.90,903.97,4.58,3.16,0,0,0,73760.41,73760.41,63558.10,63218.02,63218.02,62690.90,48131.14,59845.03,50259.82,53153.86,0,0,611595.71
LUIZ PAULO TEIXEIRA FERREIRA,M,84,0,8,73,0,37,06/05/1961,1,"33.763,00","312.052,29",40466.04,38234.76,37583.20,39346.86,42509.71,25284.11,20834.46,19352.10,7832.41,40239.64,369.00,0,111659.80,111659.80,111659.80,111659.80,111659.80,111659.80,111659.80,111659.80,111659.80,111635.16,0,0,1116573.36
PAULO JOSE CARLOS GUEDES,M,79,7,6,46,7,23,01/10/1970,0,"33.763,00","325.411,60",50413.88,36385.16,43402.14,47827.78,41593.85,21450.49,21887.90,27132.68,21181.05,14036.67,100.00,0,111544.43,111544.43,111501.58,111257.51,110565.25,110600.74,111071.26,110674.48,111285.05,111442.34,0,0,1111487.07
PAULO ROBERTO SEVERO PIMENTA,M,84,8,0,2,3,18,19/03/1965,0,"33.763,00","304.036,71",41686.99,42323.66,49222.99,42354.53,32901.03,24113.63,31686.30,12308.50,7348.04,20091.04,0,0,111354.73,111252.94,111313.04,111544.32,111544.32,111544.32,111544.32,111501.47,111544.32,111544.32,0,0,1114688.10
PAULO EDUARDO LIMA MARTINS,M,91,0,1,25,0,0,20/04/1981,0,"33.763,00","88.681,27",3945.73,11259.49,14805.25,19018.57,2707.30,8218.59,11131.25,16570.06,22.25,729.81,272.97,0,102152.26,98860.68,99214.26,106521.83,98007.37,89495.08,89495.08,93465.44,98709.04,101241.43,0,0,977162.47
PAULO ROBERTO FOLETTO,M,60,7,3,27,5,14,30/04/1956,0,"33.763,00","257.901,51",0.19,51630.42,39961.07,33587.39,45223.11,39622.49,36912.19,10817.00,147.65,0,0,0,0.00,0.00,7203.85,107317.70,111447.51,111550.44,111550.44,111550.44,110584.76,111578.78,0,0,782783.92
PAULO VELLOSO DANTAS AZI,M,84,4,4,40,3,22,14/01/1963,0,"33.763,00","303.701,38",26573.17,22575.78,39470.93,54315.35,45960.76,40677.23,23921.98,20173.45,14820.46,15158.92,53.35,0,111653.56,111653.56,111653.56,111653.56,111653.56,105448.85,111501.94,84752.91,94178.04,94178.04,0,0,1048327.58
PAULO EDUARDO MAESTRI BENGTSON,M,74,18,0,36,13,32,06/01/1974,0,"33.763,00","337.176,96",24899.76,55324.78,56960.66,35093.13,30445.65,25398.99,50948.77,12321.28,10643.94,35140.00,0,0,111659.64,111659.64,111225.25,111659.64,111659.64,109864.15,111659.64,111659.64,111659.64,111659.64,0,0,1114366.52
PAULO ABI-ACKEL,M,77,0,15,5,0,52,21/06/1963,0,"33.763,00","256.231,70",50879.76,37522.53,37414.19,37784.96,34690.33,17048.14,19193.24,11703.00,6914.08,3081.47,0,0,111538.31,110817.73,111004.47,111583.13,111604.58,111647.43,111647.43,110107.30,108838.96,108984.93,0,0,1107774.27
PAULO ROBERTO FREIRE DA COSTA,M,74,8,10,21,2,9,14/02/1955,0,"33.763,00","183.703,67",28123.72,36815.55,34070.90,19783.12,41182.90,7628.08,363.70,7406.48,4265.11,4064.11,0,0,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,111508.06,0,0,1115080.60
PAULO PEREIRA DA SILVA,M,46,46,0,2,13,11,24/02/1956,0,"33.763,00","298.844,30",29383.01,37602.30,44450.75,46446.53,47674.81,19088.84,19977.90,19527.49,16302.91,17516.42,873.34,0,111343.49,107820.90,105264.15,110968.98,111659.67,110813.89,110674.85,111659.67,111659.67,104410.83,0,0,1096276.10
PAULO FERNANDO DOS SANTOS,M,73,19,0,6,8,5,15/09/1957,0,"33.763,00","222.771,27",17870.27,16725.90,32875.97,39024.79,33319.95,22766.87,23531.76,13785.48,14270.34,8103.75,496.19,0,111659.67,111659.67,111659.67,111659.67,111659.67,110842.80,111182.23,111659.67,111659.67,111659.67,0,0,1115302.39
MANOEL ISIDORIO DE SANTANA JUNIOR,M,89,3,0,28,4,21,28/07/1962,0,"33.763,00","122.097,39",18985.98,7305.20,24819.70,17539.09,17263.62,14958.11,9351.19,6767.24,5107.26,0,0,0,107571.53,110759.99,109535.10,109059.48,111629.57,111629.57,110968.20,109579.33,109579.33,109579.33,0,0,1099891.43
PATRUS ANANIAS DE SOUZA,M,78,5,9,42,5,5,26/01/1952,0,"33.763,00","332.131,93",24018.54,39827.35,54717.60,54875.05,42393.82,34520.85,28314.93,23534.46,12411.86,17114.60,402.87,0,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,111471.79,0,0,1114717.90
MARCO ANTÔNIO FELICIANO,M,85,7,0,38,6,6,12/10/1972,1,"33.763,00","230.636,69",16409.30,13151.81,24167.42,22449.14,40447.31,43250.46,33839.75,21664.84,14490.61,766.05,0,0,111368.34,104360.16,111368.34,110321.79,111368.34,109798.51,107823.56,111368.34,111368.34,111368.34,0,0,1100514.06
FRANCISCO EURICO DA SILVA,M,85,3,4,36,2,2,12/09/1962,0,"33.763,00","339.026,20",14408.85,34580.27,33487.40,61812.66,34367.09,44384.17,39009.40,33133.99,26233.24,17555.06,54.07,0,111617.15,111617.14,111617.12,111617.12,111617.12,111160.97,110300.06,109687.41,110073.19,110009.89,0,0,1109317.17
GILDENEMIR DE LIMA SOUSA,M,74,4,14,12,3,18,08/11/1971,0,"33.763,00","312.619,95",21687.15,23939.17,27502.58,30200.89,41443.63,96284.55,18286.41,23625.66,19840.25,9809.66,0,0,111416.98,111416.98,111416.98,111416.98,111211.51,111113.67,111113.67,109524.41,111604.98,111604.98,0,0,1111841.14
JOÃO CARLOS SIQUEIRA,M,89,0,3,104,0,16,28/02/1967,0,"33.763,00","326.214,09",18732.03,37477.94,34833.52,44831.86,54192.78,54866.82,25266.73,20811.94,30550.84,4649.63,0,0,111635.71,111635.71,111635.71,111621.16,111599.34,111599.34,111599.34,110786.91,111599.34,111650.98,0,0,1115363.54
RICARDO CORREA DE BARROS,M,82,8,2,16,3,8,27/10/1959,0,"33.763,00","239.740,45",34114.07,31898.49,33217.15,47538.24,47361.51,22483.72,14839.35,3821.91,2615.91,1320.06,530.04,0,111449.81,111363.00,111585.60,110962.81,111421.42,111065.11,110412.97,111435.17,110878.73,111477.81,0,0,1112052.43
RICARDO JOSÉ MAGALHÃES BARROS,M,85,7,0,27,4,12,15/11/1959,0,"33.763,00","286.887,69",30337.94,29984.02,32699.54,38325.55,31338.43,31141.41,40542.02,28929.56,8765.20,14824.02,0,0,110792.29,109833.02,109637.04,109134.10,106128.07,104534.79,103324.87,103658.88,103658.88,105536.16,0,0,1066238.10
RENILDO VASCONCELOS CALHEIROS,M,74,18,0,5,14,50,20/04/1959,0,"33.763,00","275.747,56",25389.44,28887.96,30867.82,32538.33,33726.63,37650.53,30620.56,25957.77,19988.78,9301.73,818.01,0,110852.80,110852.80,109867.21,107453.52,108361.91,110816.41,110388.48,110325.08,110325.08,110325.08,0,0,1099568.37
RICARDO IZAR JUNIOR,M,82,2,8,10,1,9,01/08/1968,0,"33.763,00","318.098,30",21993.12,26040.58,36284.07,34496.42,82039.32,25193.31,14757.52,10691.35,11857.99,54744.62,0,0,111574.72,111565.62,111631.28,111653.59,111355.92,111556.47,111563.15,111599.55,111580.77,111624.79,0,0,1115705.86
REGINALDO LÁZARO DE OLIVEIRA LOPES,M,77,15,0,4,5,55,02/04/1973,0,"33.763,00","284.727,53",22866.69,27219.10,59587.46,50048.57,49989.97,35479.55,19697.60,15557.40,2851.16,1377.71,52.32,0,108026.25,109022.78,111193.01,111289.68,111289.68,111083.64,105108.61,107364.31,111138.02,109639.57,0,0,1095155.55
RICARDO ZANATTA GUIDI,M,92,0,0,27,2,11,28/09/1977,0,"33.763,00","209.156,02",20891.82,27553.59,25787.02,36603.04,34612.26,34669.08,20256.07,1117.85,371.85,6749.48,543.96,0,111665.83,111665.83,111665.83,110702.58,111665.83,111665.83,111665.83,111665.83,111665.83,111665.83,0,0,1115695.05
JOZIEL FERREIRA CARLOS,M,88,0,4,35,0,42,22/04/1966,0,"33.763,00","328.259,88",26284.98,21925.42,46651.94,55224.11,45817.36,25815.11,24873.87,32404.12,21329.86,27427.97,505.14,0,110786.15,110786.15,110786.15,110786.15,111298.81,110023.45,111617.14,111033.65,111084.56,95020.46,0,0,1093222.67
RAFAEL HUETE DA MOTTA,M,80,5,7,27,4,21,15/08/1986,0,"33.763,00","250.565,76",22061.25,20987.07,32044.73,47323.12,38481.01,19788.15,28425.17,12569.51,12585.75,16300.00,0,0,111611.09,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,111611.06,0,0,1116110.63
RAUL JEAN LOUIS HENRY JÚNIOR,M,86,6,0,36,6,21,06/06/1964,0,"33.763,00","274.939,11",38165.25,27107.83,30472.86,39228.39,44657.47,34719.45,33058.24,17205.35,5575.16,3910.59,838.52,0,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,111611.04,0,0,1116110.40
RAIMUNDO MAGALHÃES COSTA,M,77,10,5,25,8,13,09/03/1961,0,"33.763,00","385.527,77",31247.01,33852.56,35730.14,54251.36,59847.83,39948.97,38881.38,37224.96,30425.51,23741.54,376.51,0,109381.85,111443.89,110344.94,107265.94,110092.70,110034.01,111291.20,110355.30,111665.71,111572.77,0,0,1103448.31
ISRAEL MATOS BATISTA,M,89,2,1,55,0,14,02/05/1982,0,"33.763,00","265.423,98",24294.73,25264.69,33230.03,31069.74,44260.36,16543.25,15516.55,11331.89,12985.33,50927.41,0,0,108657.06,109957.54,111581.39,106242.06,110968.15,108128.74,109508.43,111653.58,108724.61,111653.60,0,0,1097075.16
DARCI POMPEO DE MATTOS,M,89,2,1,65,11,43,12/07/1958,0,"33.763,00","357.499,67",41231.74,59462.92,49369.15,33109.82,73003.33,28978.11,25956.45,17821.83,16082.73,11921.59,562.00,0,111204.69,111204.69,110681.07,110983.29,111198.62,111016.67,111016.67,111100.61,111392.73,111412.10,0,0,1111211.14
ALCIDES RIBEIRO FILHO,M,85,0,7,37,0,24,25/10/1953,0,"33.763,00","340.097,37",33108.61,33113.89,48105.19,48107.00,48112.75,33107.36,36344.43,15569.34,12097.38,31074.94,1356.48,0,111586.87,111586.87,110799.10,108381.81,111671.93,110344.32,111671.93,111029.15,110343.52,110343.52,0,0,1107759.02
PEDRO TORRES BRANDÃO VILELA,M,85,5,2,43,5,21,01/05/1985,0,"33.763,00","393.054,99",31328.35,40549.36,55871.88,58384.84,42801.44,30516.96,34120.10,39606.51,35100.26,23402.57,1372.72,0,111574.73,111574.73,111574.73,111157.40,111574.72,111423.47,110673.83,110454.25,111568.59,111433.97,0,0,1113010.42
PEDRO FRANCISCO UCZAI,M,82,9,1,48,12,31,10/03/1963,0,"33.763,00","309.467,77",32367.32,26624.20,29187.49,18046.24,52327.88,47932.03,39574.89,34048.81,9759.62,19368.58,230.71,0,111168.36,111574.57,111623.31,111623.31,111395.97,110426.54,111623.30,111623.30,111623.30,111623.30,0,0,1114305.26
PEDRO BANDARRA WESTPHALEN,M,91,0,1,75,2,1,19/12/1950,0,"33.763,00","374.641,16",36518.28,54324.72,62114.31,50504.82,44251.67,34167.19,35224.30,25574.63,8729.07,19392.14,3840.03,0,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,111526.25,0,0,1115262.50
PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,M,81,10,1,45,8,12,01/11/1979,0,"33.763,00","357.966,11",35356.92,46331.54,47765.23,40146.04,35975.34,30438.93,45067.84,23587.48,18965.33,20615.38,13716.08,0,111508.09,111508.09,111508.09,111508.09,109984.78,111508.09,111508.09,111508.09,111508.09,111508.09,0,0,1113557.59
ANTÔNIO PINHEIRO NETO,M,91,1,0,20,4,1,30/05/1991,0,"33.763,00","294.243,28",34997.43,47358.67,38778.05,35564.82,34383.72,26281.37,23988.24,21895.37,8254.43,22120.56,620.62,0,111556.62,111556.62,111556.62,107672.88,108716.69,110221.78,111520.27,111520.27,111520.27,111520.27,0,0,1107362.29
PEDRO OLIVEIRA CUNHA LIMA,M,39,0,4,0,0,1,15/08/1988,0,"33.763,00","54.138,40",15105.40,6552.71,19551.73,4675.93,7482.04,744.31,26.28,0,0,0,0,0,102779.29,102779.29,103224.64,109682.19,109459.52,109682.19,103892.66,102779.29,102779.29,102779.29,0,0,1049837.65
PEDRO PAULO CARVALHO TEIXEIRA,M,63,0,5,15,0,12,29/06/1972,0,"33.763,00","248.251,66",51163.43,42918.65,43675.67,42675.89,12939.06,27396.36,27482.60,0,0,0,0,0,0.00,0.00,0.00,25314.28,64406.44,81028.78,68927.62,64604.46,98824.28,81319.51,0,0,484425.37
MÁRCIO JERRY SARAIVA BARROSO,M,63,2,3,21,0,14,14/11/1966,0,"33.763,00","163.473,09",20971.05,47522.26,31931.29,25964.48,19440.27,13985.08,3427.26,231.40,0,0,0,0,0.00,0.00,0.00,71249.98,96777.84,101748.27,109177.73,108910.83,109376.66,111277.48,0,0,708518.79
MARCIO DELLA VALLE BIOLCHI,M,82,8,2,1,0,7,23/05/1979,0,"33.763,00","328.745,98",29839.52,27502.09,37568.05,60835.16,62647.47,28392.17,39477.13,22006.65,9774.70,9645.25,1057.79,0,111398.83,111398.83,111313.13,110867.47,111082.43,107055.29,104805.27,104805.27,104805.27,104805.27,0,0,1082337.06
MÁRCIO DA SILVEIRA LABRE,M,88,2,2,40,0,15,27/02/1974,0,"33.763,00","254.678,41",31765.87,30612.66,43142.47,38731.34,39322.53,28005.00,17658.24,14921.61,10361.64,101.04,56.01,0,110430.70,111602.13,111624.11,110842.85,111612.93,111659.50,111035.13,111271.52,111646.42,111429.65,0,0,1113154.94
PEDRO DEBONI LUPION MELLO,M,80,9,3,62,1,6,04/06/1983,1,"33.763,00","306.966,59",6990.56,44793.64,46634.00,51461.51,41298.48,35147.53,27135.20,18926.03,17314.08,17265.56,0,0,111605.04,111605.04,111605.04,111605.04,105063.35,111605.04,111605.04,111605.04,111605.04,111605.04,0,0,1109508.71
PEDRO AUGUSTO PALARETI,M,58,30,4,0,0,0,08/05/1963,0,"33.763,00","348.207,62",45002.25,39018.30,40476.10,35738.01,40011.13,27595.55,37061.80,25670.21,26631.48,31002.79,0,0,111303.15,110591.43,108880.91,110241.85,108844.10,110633.34,111623.25,108056.54,110241.43,109098.65,0,0,1099514.65
MARCELO PIRES MORAES,M,87,3,2,16,3,16,07/08/1979,0,"33.763,00","212.374,45",15903.33,44958.34,24488.41,24420.07,33677.36,32417.15,26539.86,4190.21,4850.81,928.91,0,0,108976.88,107192.46,110469.44,111026.25,109177.45,111653.48,111653.48,111653.48,105897.43,103044.72,0,0,1090745.07
MARCIO LUIZ ALVINO DE SOUZA,M,92,0,0,3,0,2,14/06/1969,0,"33.763,00","134,51",0.65,10.41,24.07,12.54,20.48,24.95,21.49,16.96,2.96,0,0,0,111659.72,109690.06,111659.72,110429.57,111392.82,109744.53,99030.68,98700.75,100771.53,101884.90,0,0,1064964.28
MARCELO RAMOS RODRIGUES,M,82,8,2,2,0,7,29/08/1973,0,"33.763,00","390.210,55",20242.76,39354.81,57067.23,41462.69,41579.55,62349.92,61760.73,26114.33,23392.50,16672.07,213.96,0,111617.27,110137.00,111465.63,108808.39,109386.03,111155.67,111295.59,109732.76,110023.99,111617.28,0,0,1105239.61
JOSÉ MARCELO DO NASCIMENTO NILO,M,80,6,6,13,2,0,26/04/1955,0,"33.763,00","366.890,19",61106.10,34937.85,36268.18,40958.43,35389.33,43742.38,26510.69,33743.64,25941.00,25061.20,3231.39,0,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,0,0,1116172.50
MARCELO GUILHERME DE ARO FERREIRA,M,84,3,5,10,2,47,12/06/1987,0,"33.763,00","307.213,40",26986.31,36212.74,47099.34,36707.50,41663.07,44619.68,30286.71,26697.75,14022.88,2892.70,24.72,0,106502.04,111068.56,111653.48,104573.06,103998.48,103998.48,108171.78,109020.22,111580.78,110200.13,0,0,1080767.01
MARCELO CALERO FARIA GARCIA,M,65,5,0,52,7,23,07/07/1982,0,"33.763,00","194.103,82",1.10,29402.30,28404.63,33524.41,20206.58,29621.93,26777.31,25447.67,717.89,0,0,0,0.00,23880.29,3594.88,49213.63,59918.95,67197.14,73698.14,80943.09,86692.72,89528.34,0,0,534667.18
MARCELO RIBEIRO FREIXO,M,87,0,5,4,0,14,12/04/1967,0,"33.763,00","220.700,09",25371.50,37740.75,19009.57,39407.40,37663.26,20187.89,24073.45,6438.59,3826.90,6980.78,0,0,109763.04,108881.53,107855.63,110816.54,106834.03,107170.93,111113.71,105198.94,100500.32,100512.40,0,0,1068647.07
MARCELO HENRIQUE TEIXEIRA DIAS,M,82,0,10,12,0,5,16/02/1974,0,"33.763,00","285.409,71",30085.79,35297.73,48468.84,34529.84,42150.69,25388.43,21373.22,20519.82,20596.13,6614.84,384.38,0,110549.48,110549.48,110549.48,110549.48,110453.99,109913.41,111574.63,110366.56,109791.29,109791.29,0,0,1104089.09
VITOR HUGO DE ARAUJO ALMEIDA,M,87,5,0,3,0,0,31/05/1977,0,"33.763,00","247.991,02",16432.60,26263.43,32192.06,24370.73,53974.90,20455.63,20521.90,18883.41,19878.69,14201.72,815.95,0,107407.57,103693.97,109197.36,107703.17,109899.43,101572.63,102809.45,106773.19,109126.21,111653.64,0,0,1069836.62
MARCEL VAN HATTEM,M,92,0,0,73,13,4,08/11/1985,1,"33.763,00","95.767,47",8123.69,12211.18,13243.58,12804.33,14137.18,10989.52,6481.38,8305.85,1594.95,7201.12,674.69,0,59210.65,74561.08,77565.06,86027.94,88136.42,88475.30,88365.70,66535.02,50212.88,50212.88,0,0,729302.93
LUIZ HILOSHI NISHIMORI,M,70,19,3,19,6,7,09/04/1949,0,"33.763,00","330.074,38",26662.66,40716.70,40962.20,48292.97,35368.39,19045.34,23509.88,23445.46,13016.89,59053.89,0,0,110729.39,107428.89,110412.97,111629.27,111629.27,111629.27,111629.27,111586.42,111629.27,111629.27,0,0,1109933.29
LUIZ CARLOS GOMES DOS SANTOS JUNIOR,M,54,6,8,22,7,29,16/08/1979,0,"33.763,00","313.123,72",60278.28,45102.92,59103.24,25424.98,22413.28,4801.02,96000.00,0,0,0,0,0,0.00,0.00,0.00,99490.98,111544.01,111370.30,111559.83,111589.20,111555.30,111553.57,0,0,768663.19
LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,M,92,0,0,58,0,1,10/12/1977,0,"33.763,00","262.469,14",31403.73,29475.83,44044.70,36275.81,37791.57,25474.97,22228.02,13587.63,12264.36,9922.52,0,0,111586.85,109394.70,110910.09,111665.82,111665.82,111665.82,111338.69,111132.04,111132.04,104252.59,0,0,1104744.46
LUIZ PHILIPPE DE ORLEANS BRAGANÇA,M,83,0,9,26,0,7,03/04/1969,0,"33.763,00","223.660,21",19234.16,41336.91,21511.75,44161.20,47173.05,7449.77,24167.48,10538.27,769.81,7317.81,0,0,80014.24,80014.24,78351.82,77614.00,88736.90,88736.90,87317.09,86046.97,84982.14,84982.14,0,0,836796.44
LUIZ CARLOS MOTTA,M,84,0,8,25,0,25,24/04/1959,0,"33.763,00","198.130,09",14042.14,18661.32,24345.26,27399.17,56728.50,17013.50,17082.53,5413.05,9042.24,8142.09,260.29,0,111398.85,111398.85,111398.85,111398.85,111398.85,111354.57,110070.44,110070.44,110070.44,106977.65,0,0,1105537.79
JOSE OTACI BARROSO DO NASCIMENTO,M,74,4,14,9,3,36,18/08/1977,0,"33.763,00","368.718,02",34097.64,49392.31,48210.97,34983.27,71884.29,52613.86,34187.15,24172.09,19176.44,0,0,0,110634.47,110634.47,111461.19,104089.69,105399.95,109079.92,98027.86,102477.45,105600.39,103322.14,0,0,1060727.53
LUIZ GOULARTE ALVES,M,83,6,3,79,3,4,06/06/1962,0,"33.763,00","285.318,72",17529.81,25209.26,27551.78,33767.73,60114.45,51834.55,20110.94,22280.94,15064.03,10898.43,956.80,0,108232.40,109781.35,109900.50,109900.50,109900.50,109900.50,108325.93,109537.14,109900.50,109900.50,0,0,1095279.82
OTONI MOURA DE PAULO JUNIOR,M,84,4,4,22,5,10,22/11/1976,0,"33.763,00","311.152,22",29251.54,38621.21,33877.22,38157.30,34241.98,39525.24,32193.49,28983.36,14438.89,21861.99,0,0,111344.26,111344.26,103979.14,109309.25,108218.25,109698.65,110326.95,111397.23,108096.55,111000.79,0,0,1094715.33
OTTO ROBERTO MENDONÇA DE ALENCAR FILHO,M,85,7,0,38,3,5,07/07/1977,0,"33.763,00","309.949,51",28191.31,32661.13,41179.54,35834.47,40153.83,38194.37,35104.11,26903.72,27484.62,3963.73,278.68,0,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,0,0,1110778.20
OSIRES RODRIGUES DAMASO,M,53,0,7,28,3,14,16/04/1963,0,"33.763,00","255.990,91",31408.43,40910.15,58301.89,73416.69,21231.60,1370.50,28120.28,1231.37,0,0,0,0,110263.55,111361.15,110459.82,110403.44,108465.34,105166.62,104902.35,104902.35,106842.20,107140.64,0,0,1079907.46
OSMAR GASPARINI TERRA,M,78,13,1,51,19,1,18/02/1950,0,"33.763,00","350.612,89",33397.85,46176.89,34640.39,49625.96,53227.35,32297.67,47515.44,36597.23,7122.49,9713.41,298.21,0,109825.73,111653.70,111653.70,111653.70,111653.70,111406.01,110461.51,111544.56,111544.56,111544.56,0,0,1112941.73
OSSESIO JOSE DA SILVA,M,91,0,1,40,0,23,09/12/1954,0,"33.763,00","326.705,74",22856.08,32967.51,44885.09,44251.03,42878.97,36165.64,32571.00,36167.25,16417.17,15511.06,2034.94,0,95126.13,100049.61,100049.61,101155.61,107399.42,109451.62,109451.62,109451.62,109451.62,107193.99,0,0,1048780.85
OSMAR JOSÉ SERRAGLIO,M,90,2,0,18,1,5,23/05/1948,0,"33.763,00","320.921,03",19077.70,29207.40,26130.41,20067.80,44531.69,51037.47,44790.12,55420.83,11583.44,17433.34,1640.83,0,102045.23,102045.23,102373.18,107128.41,107128.41,111455.77,111604.99,111604.99,111604.99,111604.99,0,0,1078596.19
ORLANDO SILVA DE JESUS JUNIOR,M,86,6,0,55,2,29,27/05/1971,1,"33.763,00","347.684,93",34078.45,50115.29,48011.52,36761.90,35143.24,42254.79,31343.85,29333.12,17559.57,22948.20,135.00,0,111617.03,111617.03,111617.03,111617.03,111617.03,110482.75,110592.71,110092.96,111501.80,110935.34,0,0,1111690.71
ONYX DORNELLES LORENZONI,M,54,0,15,11,0,15,03/10/1954,0,"33.763,00","136.189,28",2593.42,28196.18,26612.67,21776.63,21981.35,21195.51,7719.73,5461.10,652.69,0,0,0,0.00,0.00,1497.48,80959.97,107801.60,110926.90,98786.99,82200.32,78655.54,82876.18,0,0,643704.98
ODAIR JOSÉ DA CUNHA,M,82,7,3,10,0,5,18/06/1976,0,"33.763,00","304.994,45",55346.62,34653.62,37546.58,42542.21,34172.80,29794.44,18443.73,32816.78,7463.12,11963.31,251.24,0,111079.82,110852.83,110852.83,109882.90,111168.04,110621.09,105404.52,110351.88,111192.48,111192.48,0,0,1102598.87
OLIVAL HENRIQUE MARQUES DE SOUZA,M,81,6,5,14,1,21,09/01/1982,0,"33.763,00","348.705,13",64969.14,46736.63,44780.36,30622.11,46335.41,33972.17,36328.22,102.58,52.03,44758.25,48.23,0,111623.31,111623.31,109592.61,111004.98,111649.12,111623.31,111623.31,111623.31,111623.31,109374.82,0,0,1111361.39
NIVALDO FERREIRA DE ALBUQUERQUE NETO,M,67,10,15,3,5,19,07/01/1988,0,"33.763,00","389.428,26",51142.75,32527.80,36723.40,44128.80,45988.02,40122.75,36721.32,36428.86,25644.56,40000.00,0,0,109956.52,110816.48,110816.48,110816.48,110816.48,110835.89,111538.32,111538.32,111538.32,109870.03,0,0,1108543.32
NILSON PINTO DE OLIVEIRA,M,77,0,15,26,0,39,25/03/1952,0,"33.763,00","340.162,81",39664.04,46872.66,56655.20,37457.02,35301.13,36143.13,32546.53,26440.59,14982.99,13649.53,449.99,0,111368.62,111368.62,111368.62,109207.75,109771.77,111671.95,111671.95,110439.24,109852.23,105380.71,0,0,1102101.46
NILTO IGNACIO TATTO,M,87,4,1,28,4,17,31/07/1963,1,"33.763,00","328.669,61",21771.11,30106.02,49511.22,34833.12,65168.75,26285.28,25096.49,26593.94,14143.77,32652.90,2507.01,0,111240.10,111304.77,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,0,0,1114366.15
NEWTON CARDOSO JUNIOR,M,85,1,6,25,1,12,11/11/1979,1,"33.763,00","282.029,02",62781.95,58116.52,45506.36,30662.50,33316.42,24375.56,21306.96,5675.41,213.73,73.61,0,0,111046.40,110209.90,111152.64,110209.90,110209.90,110104.96,108206.02,109148.38,109148.38,108993.02,0,0,1098429.50
NEUCIMAR FERREIRA FRAGA,M,87,1,4,68,0,7,26/06/1966,1,"33.763,00","349.436,13",34545.81,33612.52,49129.99,55029.76,67613.75,35393.03,21575.54,12366.55,10463.83,28539.40,1165.95,0,111368.66,111040.46,111107.83,111107.83,109270.87,107980.30,110501.19,110501.19,107478.78,108566.32,0,0,1098923.43
